business_name,phone,email,website,address,rating,reviews,business_type,zip_code,source_url,scraped_at,rejection_reason
Laundromax,(513) 877-6092,cai-ops@adobe.com0,https://laundromax.com/stores/702oh/,"5349 Glenway Ave, Cincinnati, OH 45238",4.9,,Laundromats,45001,https://laundromax.com/stores/702oh/,2026-06-08 19:18:27,Bouncer rejected email (undeliverable): cai-ops@adobe.com0
City Limits 24 Hour Laundry,(513) 922-1966,,http://citylimitslaundry.com/,"5262 Crookshank Rd, Cincinnati, OH 45238",4,,Laundromats,45001,http://citylimitslaundry.com/,2026-06-08 19:18:35,Missing: email
Speedy Wash Coin Laundry Westside,(513) 661-4101,,http://speedywashcoinlaundry.com/,"4101 N Bend Rd, Cheviot, OH 45211",4.2,,Laundromats,45001,http://speedywashcoinlaundry.com/,2026-06-08 19:18:50,Missing: email
Shamrock Coin Laundry & Wash and Fold,(513) 921-9525,,https://shamrockcoinlaundry.com/,"4503 W 8th St, Cincinnati, OH 45238",4.6,,Laundromats,45001,https://shamrockcoinlaundry.com/,2026-06-08 19:18:58,Missing: email
Bright Coin Laundry,(812) 637-2444,,http://www.brightcoinlaundry.com/,"24049 State Line Rd, Lawrenceburg, IN 47025",4.8,,Laundromats,45001,http://www.brightcoinlaundry.com/,2026-06-08 19:19:23,Missing: email
Spotless Car Wash & Laundry,,,,"5328 Foley Rd, Cincinnati, OH 45238",3.2,,Laundromats,45001,11035219485691223633,2026-06-08 19:19:35,"Missing: phone, email"
Miamitown Coin Laundry,(513) 678-0478,,,"7699 Harrison Ave, Cleves, OH 45002",4.1,,Laundromats,45001,15337628210164750066,2026-06-08 19:19:49,Missing: email
Price Hill Washland,(513) 251-7500,,,"3783 Warsaw Ave, Cincinnati, OH 45205",3.8,,Laundromats,45001,7778470913841146623,2026-06-08 19:19:51,Missing: email
Speedy Wash Coin Laundry Florence,(859) 525-4002,,http://speedywashcoinlaundry.com/,"7628 Burlington Pike, Florence, KY 41042",4.2,,Laundromats,45001,http://speedywashcoinlaundry.com/,2026-06-08 19:20:07,Missing: email
Super Laundry,(513) 481-9595,,https://www.superlaundry24.com/locations,"2455 Harrison Ave, Cincinnati, OH 45211",3.9,,Laundromats,45001,https://www.superlaundry24.com/locations,2026-06-08 19:20:16,Missing: email
City Limits Laundry,(513) 385-9293,,http://citylimitslaundry.com/,"2650 Kipling Ave, Cincinnati, OH 45239",3.9,,Laundromats,45001,http://citylimitslaundry.com/,2026-06-08 19:20:28,Missing: email
All American Laundry,(812) 221-0425,,https://auroraallamericanlaundry.com/,"424 3rd St, Aurora, IN 47001",4.7,,Laundromats,45001,https://auroraallamericanlaundry.com/,2026-06-08 19:20:36,Missing: email
City Limits 24 Hour Laundry,(513) 751-6999,,http://citylimitslaundry.com/,"50 W Nixon St, Cincinnati, OH 45220",4,,Laundromats,45001,http://citylimitslaundry.com/,2026-06-08 19:20:56,Missing: email
Steele's Laundromat,,,,"203 Front St, Lawrenceburg, IN 47025",3.8,,Laundromats,45001,6211858747521210975,2026-06-08 19:21:03,"Missing: phone, email"
Print Craft,(513) 931-6828,,,"8045 Colerain Ave, Cincinnati, OH 45239",5,,Printing Presses,45001,5387613808688347795,2026-06-08 19:28:01,Missing: email
Curative Printing,(513) 241-7000,john@curativegroup.com,https://curativeprinting.com/,"1025 Dalton Ave, Cincinnati, OH 45203",5,,Printing Presses,45001,https://curativeprinting.com/,2026-06-08 19:29:02,Bouncer rejected email (undeliverable): john@curativegroup.com
Minuteman Press Downtown,(513) 721-1660,,http://oh247.minuteman.com/,"215 E 9th St #7, Cincinnati, OH 45202",4.5,,Printing Presses,45001,http://oh247.minuteman.com/,2026-06-08 19:29:52,Missing: email
ASAP Custom Prints & Apparel,(513) 250-0363,,https://www.asapcustomprints.com/,"4165 Harrison Ave, Cincinnati, OH 45211",5,,Printing Presses,45001,https://www.asapcustomprints.com/,2026-06-08 19:30:26,Missing: email
Master Print Center,(513) 661-1818,,,"3325 Harrison Ave, Cincinnati, OH 45211",4.3,,Photocopy/Service Centers,45001,17969223450939174794,2026-06-08 19:31:32,Missing: email
GotPrint - Kentucky,(877) 922-7374,,https://www.gotprint.com/,"2000 Arbor Tech Dr, Hebron, KY 41048",2.8,,Photocopy/Service Centers,45001,https://www.gotprint.com/,2026-06-08 19:32:43,Missing: email
Dollar General,(513) 828-0531,,https://www.dollargeneral.com/store-directory/oh/north-bend/10994,"280 Three Rivers Pkwy, North Bend, OH 45052",3.8,,Photocopy/Service Centers,45001,https://www.dollargeneral.com/store-directory/oh/north-bend/10994,2026-06-08 19:33:09,Missing: email
Robin Imaging Services,(513) 381-5116,,http://www.robinimaging.com/,"2111 Kindel Ave, Cincinnati, OH 45214",4.6,,Photocopy/Service Centers,45001,http://www.robinimaging.com/,2026-06-08 19:34:02,Missing: email
Eastern Engineering Supply,(859) 261-1851,,,"434 Scott St, Covington, KY 41011",4.7,,Photocopy/Service Centers,45001,13168172979077882615,2026-06-08 19:34:24,Missing: email
Office Depot Print & Copy Services,(513) 824-8578,,https://www.officedepot.com/storelocator/oh/springdale/office-depot-2479/print-services/?utm_source=google&utm_medium=organic&utm_campaign=gmb_2479_website_print,"11711 Princeton Pike, Springdale, OH 45246",3.3,,Photocopy/Service Centers,45001,https://www.officedepot.com/storelocator/oh/springdale/office-depot-2479/print-services/?utm_source=google&utm_medium=organic&utm_campaign=gmb_2479_website_print,2026-06-08 19:34:41,Missing: email
Day's Miami Heights Pharmacy,(513) 941-4011,,http://www.dayspharmacy.com/,"7567 Bridgetown Rd, Cincinnati, OH 45248",4.8,,Pharmacies,45001,http://www.dayspharmacy.com/,2026-06-08 19:35:49,Missing: email
Brossart Pharmacy,(513) 941-0428,,https://brossartpharmacy.com/,"45 S Miami Ave, Cleves, OH 45002",4.8,,Pharmacies,45001,https://brossartpharmacy.com/,2026-06-08 19:36:00,Missing: email
Rohe Pharmacy Inc,(513) 661-0480,,,"4047 Harrison Ave, Cincinnati, OH 45211",4.9,,Pharmacies,45001,12491756680689234756,2026-06-08 19:36:59,Missing: email
Harrison Pharmacy & Wellness,(513) 202-9600,,http://www.harrisonwellness.com/,"620 Ring Rd, Harrison, OH 45030",4.5,,Pharmacies,45001,http://www.harrisonwellness.com/,2026-06-08 19:38:40,Missing: email
Sam's Club Pharmacy,(513) 661-8630,,https://www.samsclub.com/club/6450-cincinnati-oh/pharmacy,"5375 N Bend Rd, Cincinnati, OH 45247",4.9,,Pharmacies,45001,https://www.samsclub.com/club/6450-cincinnati-oh/pharmacy,2026-06-08 19:39:34,Missing: email
Walmart Pharmacy,(513) 922-8441,,https://www.walmart.com/store/2447-cincinnati-oh/pharmacy/?veh=seo_loc,"2322 Ferguson Rd, Cincinnati, OH 45238",4,,Pharmacies,45001,https://www.walmart.com/store/2447-cincinnati-oh/pharmacy/?veh=seo_loc,2026-06-08 19:39:54,Missing: email
Rustic Happiness,(513) 467-0248,,https://www.facebook.com/Rustic-Happiness-106856861909763,"133 S Miami Ave, Cleves, OH 45002",5,,Clothing Boutiques,45001,https://www.facebook.com/Rustic-Happiness-106856861909763,2026-06-08 19:43:49,Missing: email
Shop Charbon,(513) 368-7185,,,"5671 Rapid Run Rd, Cincinnati, OH 45238",4.7,,Clothing Boutiques,45001,18369793158680416941,2026-06-08 19:44:02,Missing: email
Perfect Little Peach Boutique,(513) 978-0007,,http://perfectlittlepeach.com/,"3024 Harrison Ave, Cincinnati, OH 45211",4.9,,Clothing Boutiques,45001,http://perfectlittlepeach.com/,2026-06-08 19:44:16,Missing: email
Clockwork Clothing,(513) 973-8270,,https://clock-work.us/,"5729 Glenway Ave c, Cincinnati, OH 45238",5,,Clothing Boutiques,45001,https://clock-work.us/,2026-06-08 19:44:33,Missing: email
"Urban Luxe | Women's Curated Clothing Store | Cincinnati, Ohio",,,http://urbanxxluxe.com/,"1515 Vine St, Cincinnati, OH 45202",5,,Clothing Boutiques,45001,http://urbanxxluxe.com/,2026-06-08 19:44:57,Missing: email
Farrah Ann's Boutique,,,http://www.farrahannsboutique.com/,"401 W Eads Pkwy #270, Lawrenceburg, IN 47025",4.9,,Clothing Boutiques,45001,http://www.farrahannsboutique.com/,2026-06-08 19:45:07,Missing: email
Lavish Fashions Boutique and Spa,(513) 510-5544,,http://www.lavishfashions.bigcartel.com/,"5556 Colerain Ave, Cincinnati, OH 45239",4.7,,Clothing Boutiques,45001,http://www.lavishfashions.bigcartel.com/,2026-06-08 19:45:43,Missing: email
Leeli + Lou,(513) 630-2323,,,"2732 Erie Ave, Cincinnati, OH 45208",4.7,,Clothing Boutiques,45001,9379096327210495321,2026-06-08 19:45:54,Missing: email
Idlewild Boutique,(513) 381-4059,,http://idlewildotr.com/,"1230 Vine St, Cincinnati, OH 45202",4.8,,Clothing Boutiques,45001,http://idlewildotr.com/,2026-06-08 19:46:07,Missing: email
Boutique Cala,(513) 407-2711,boutiquecalahomeandfashion@gmail.com,http://www.boutiquecala.com/,"1321 Vine St Storefront, Cincinnati, OH 45202",5,,Clothing Boutiques,45001,http://www.boutiquecala.com/,2026-06-08 19:46:23,Bouncer API failed (HTTP 402): boutiquecalahomeandfashion@gmail.com
ChoZen 4 U Boutique,(513) 466-1656,bycar@fuse.net,https://cincinnatiboutique.com/,"5822 Hamilton Ave #36, Cincinnati, OH 45224",5,,Clothing Boutiques,45001,https://cincinnatiboutique.com/,2026-06-08 19:46:30,Bouncer API failed (HTTP 402): bycar@fuse.net
soHza sister boutique,(859) 380-8388,shopnrboutique@gmail.com,http://www.sohzasister.com/,"124 W Pike St, Covington, KY 41011",5,,Clothing Boutiques,45001,http://www.sohzasister.com/,2026-06-08 19:46:39,Bouncer API failed (HTTP 402): shopnrboutique@gmail.com
Bob's Discount Furniture and Mattress Store,(859) 657-1734,,https://www.mybobs.com/store/ohio/colerain?utm_medium=local&utm_source=maps&utm_campaign=Yext&utm_term=kentucky&utm_content=florence,"7601 Mall Rd, Florence, KY 41042",4.7,,Furniture Stores,45001,https://www.mybobs.com/store/ohio/colerain?utm_medium=local&utm_source=maps&utm_campaign=Yext&utm_term=kentucky&utm_content=florence,2026-06-08 20:50:33,Missing: email
Cincinnati Overstock Warehouse,(888) 822-4033,,https://cincinnatioverstockwarehouse.com/?utm_source=Organic&utm_medium=Organic&utm_campaign=GMB,"51 Spiral Dr, Florence, KY 41042",4.3,,Furniture Stores,45001,https://cincinnatioverstockwarehouse.com/?utm_source=Organic&utm_medium=Organic&utm_campaign=GMB,2026-06-08 20:50:57,Missing: email
Home Furniture Co.,(812) 537-0610,,http://homefurnitureindiana.com/,"Highway 50, 557 W Eads Pkwy, Lawrenceburg, IN 47025",4.9,,Furniture Stores,45001,http://homefurnitureindiana.com/,2026-06-08 20:51:04,Missing: email
Ashley Store + Outlet,(513) 245-5700,,https://stores.ashleyfurniture.com/store/us/ohio/cincinnati/9450-colerain-ave/?cmpid=ls-&utm_source=Local&utm_medium=LocalSEO&utm_campaign=LocalSearch,"9450 Colerain Ave, Cincinnati, OH 45251",4.3,,Furniture Stores,45001,https://stores.ashleyfurniture.com/store/us/ohio/cincinnati/9450-colerain-ave/?cmpid=ls-&utm_source=Local&utm_medium=LocalSEO&utm_campaign=LocalSearch,2026-06-08 20:51:14,Missing: email
Bob's Discount Furniture and Mattress Store,(513) 866-4531,,https://www.mybobs.com/store/ohio/dayton?utm_medium=local&utm_source=maps&utm_campaign=Yext&utm_term=ohio&utm_content=cincinnati,"Stone Creek Town Center, 9959 Colerain Ave, Cincinnati, OH 45251",4.6,,Furniture Stores,45001,https://www.mybobs.com/store/ohio/dayton?utm_medium=local&utm_source=maps&utm_campaign=Yext&utm_term=ohio&utm_content=cincinnati,2026-06-08 20:51:36,Missing: email
Furniture Zone,(859) 331-1900,,https://www.facebook.com/Furniture859Zone,"3155 Dixie Hwy, Erlanger, KY 41018",4.9,,Furniture Stores,45001,https://www.facebook.com/Furniture859Zone,2026-06-08 20:51:54,Missing: email
Midwest Furniture Outlet,(513) 541-2343,,,"4017 Hamilton Ave, Cincinnati, OH 45223",4,,Furniture Stores,45001,6468832622981512468,2026-06-08 20:52:08,Missing: email
Ashley Store,(859) 282-5500,,https://stores.ashleyfurniture.com/store/us/kentucky/florence/8040-burlington-pike/?cmpid=ls-&utm_source=Local&utm_medium=LocalSEO&utm_campaign=LocalSearch,"8040 Burlington Pike, Florence, KY 41042",4.4,,Furniture Stores,45001,https://stores.ashleyfurniture.com/store/us/kentucky/florence/8040-burlington-pike/?cmpid=ls-&utm_source=Local&utm_medium=LocalSEO&utm_campaign=LocalSearch,2026-06-08 20:52:11,Missing: email
Quality Discount Furniture,(513) 802-5616,,,"8439 Colerain Ave, Cincinnati, OH 45239",4.2,,Furniture Stores,45001,2542202083821343857,2026-06-08 20:52:32,Missing: email
"Revive Salon, Spa, & Boutique",(513) 620-8750,,http://revivesaloncincinnati.com/,"7024 Harrison Avenue Suite 1 & 3, 7024 Harrison Ave #3, Cincinnati, OH 45247",4.9,,Beauty Salons/Spas,45001,http://revivesaloncincinnati.com/,2026-06-08 20:53:53,Missing: email
Bloom & Balance Salon and Spa,,,,"7569 Bridgetown Rd, Cincinnati, OH 45248",,,Beauty Salons/Spas,45001,13393653708407875228,2026-06-08 20:54:29,Missing: email
KOALD Beauty Spa,(513) 633-2842,,http://www.koaldbeautyspa.com/,"3553 Springdale Rd, Cincinnati, OH 45251",5,,Beauty Salons/Spas,45001,http://www.koaldbeautyspa.com/,2026-06-08 20:54:31,Missing: email
A Touch of Heaven,(513) 353-2500,,http://www.atouchofheaven.info/,"6766 Hamilton Cleves Rd, Miamitown, OH 45041",4.5,,Beauty Salons/Spas,45001,http://www.atouchofheaven.info/,2026-06-08 20:54:43,Missing: email
Evolution Salon,(513) 598-9378,,,"3985 Race Rd UNIT 1, Cincinnati, OH 45211",4.8,,Beauty Salons/Spas,45001,14293262204444617876,2026-06-08 20:55:44,Missing: email
Embellish Salon & Spa,(513) 347-0555,example@mail.com,http://experienceembellish.com/,"5319 Foley Rd, Cincinnati, OH 45238",4.5,,Beauty Salons/Spas,45001,http://experienceembellish.com/,2026-06-08 20:55:56,Bouncer rejected email (undeliverable): example@mail.com
Merrilees Hardware & Supply,(513) 941-0090,,https://www.doitbest.com/merrilees-hardware-and-supply/,"25 S Miami Ave, Cleves, OH 45002",4.6,,Hardware Stores,45001,https://www.doitbest.com/merrilees-hardware-and-supply/,2026-06-08 20:57:02,Missing: email
Harbor Freight,(513) 598-4897,,https://www.harborfreight.com/storelocator/5710-harrison-ave-cincinnati-45248?number=122,"5710 Harrison Ave, Cincinnati, OH 45248",4.4,,Hardware Stores,45001,https://www.harborfreight.com/storelocator/5710-harrison-ave-cincinnati-45248?number=122,2026-06-08 20:57:25,Missing: email
McCabe Do it Center,(513) 451-3700,,https://www.doitbest.com/mccabe-do-it-center/,"5267 Delhi Rd, Cincinnati, OH 45238",4.2,,Hardware Stores,45001,https://www.doitbest.com/mccabe-do-it-center/,2026-06-08 20:57:43,Missing: email
Meyer Hardware,(513) 921-0876,last@meyerace.com,http://www.facebook.com/pricehillhardware,"3539 Warsaw Ave # 1, Cincinnati, OH 45205",4.2,,Hardware Stores,45001,http://www.facebook.com/pricehillhardware,2026-06-08 20:57:54,Bouncer rejected email (undeliverable): last@meyerace.com
Crescent Springs Hardware,(859) 341-0800,,https://crescentspringshardware.com/,"2460 Anderson Rd, Crescent Springs, KY 41017",4.8,,Hardware Stores,45001,https://crescentspringshardware.com/,2026-06-08 20:58:09,Missing: email
Camp Washington Hardware,(513) 541-4406,,,"2915 Colerain Ave, Cincinnati, OH 45225",4.7,,Hardware Stores,45001,1588395643362950229,2026-06-08 20:58:27,Missing: email
Woods Hardware,(513) 241-2759,jane.doe@woodshardwarestore.com,https://stores.truevalue.com/oh/cincinnati/22457/,"125 E 9th St, Cincinnati, OH 45202",4.8,,Hardware Stores,45001,https://stores.truevalue.com/oh/cincinnati/22457/,2026-06-08 20:59:14,Bouncer rejected email (undeliverable): jane.doe@woodshardwarestore.com
Ace Hardware Clifton,(513) 281-9600,,http://www.facebook.com/acehardware.clifton,"344 Ludlow Ave, Cincinnati, OH 45220",4.7,,Hardware Stores,45001,http://www.facebook.com/acehardware.clifton,2026-06-08 20:59:23,Missing: email
Merrilee's Hardware Co,(812) 637-0090,,http://www.merrileeshardware.com/,"2045 Business Center Dr, Lawrenceburg, IN 47025",4.9,,Hardware Stores,45001,http://www.merrileeshardware.com/,2026-06-08 20:59:48,Missing: email
Menards,(859) 282-0759,,https://www.menards.com/store-details/store.html?store=3359&utm_source=localcard&utm_medium=organic,"5000 Apex Ln, Florence, KY 41042",4.2,,Hardware Stores,45001,https://www.menards.com/store-details/store.html?store=3359&utm_source=localcard&utm_medium=organic,2026-06-08 20:59:57,Missing: email
North Bend Total Automotive,(513) 941-8000,,https://northbendtotalautomotive.com/,"1 E Harrison Ave, North Bend, OH 45052",4.6,,Auto Repair Shops,45001,https://northbendtotalautomotive.com/,2026-06-08 21:14:48,Missing: email
NAPA AutoCare Center - Milt's Transmission Service,,,,"North Bend, OH 45052",5,,Auto Repair Shops,45001,3781473797639363314,2026-06-08 21:15:06,Missing: email
"Milt's Transmission Service, Inc",(513) 941-3338,,,"394 Three Rivers Pkwy, Addyston, OH 45001",4.8,,Auto Repair Shops,45001,2861078968155514599,2026-06-08 21:15:09,Missing: email
Jake's Auto Service,(513) 941-2500,,,"90 Huey Ave, Cincinnati, OH 45233",4.8,,Auto Repair Shops,45001,9800492649574602349,2026-06-08 21:15:12,Missing: email
Gilday's Auto Services,(513) 941-6688,,http://gildays-auto-services.edan.io/,"7580 Bridgetown Rd #1, Cincinnati, OH 45248",4.8,,Auto Repair Shops,45001,http://gildays-auto-services.edan.io/,2026-06-08 21:15:15,Missing: email
Duebber's Automotive Services Center,(513) 941-7700,,http://www.duebbersautomotive.com/,"6095 Cleves Warsaw Pike, Cincinnati, OH 45233",4.9,,Auto Repair Shops,45001,http://www.duebbersautomotive.com/,2026-06-08 21:15:48,Missing: email
Allen's Quality Auto Care,(513) 574-0894,,http://allensqualityautoc.com/,"4258 Harrison Ave, Cincinnati, OH 45211",4.9,,Auto Repair Shops,45001,http://allensqualityautoc.com/,2026-06-08 21:16:18,Missing: email
River Road Auto Care,(513) 941-8111,,,"5718 River Rd, Cincinnati, OH 45233",4.9,,Auto Repair Shops,45001,17898145215091970696,2026-06-08 21:16:36,Missing: email
Delhi Quality Auto Care,(513) 922-0894,,https://delhiqac.com/,"605 Anderson Ferry Rd, Cincinnati, OH 45238",4.9,,Auto Repair Shops,45001,https://delhiqac.com/,2026-06-08 21:16:39,Missing: email
RPM Auto Service,(513) 574-1314,,http://rpmautocinci.com/,"6111 Bridgetown Rd, Cincinnati, OH 45248",4.8,,Auto Repair Shops,45001,http://rpmautocinci.com/,2026-06-08 21:16:59,Missing: email
Cliff's Auto Services,(513) 574-6050,,,"5836 Filview Cir, Cincinnati, OH 45248",4.8,,Auto Repair Shops,45001,718508724282775435,2026-06-08 21:17:16,Missing: email
Three Rivers Body Shop,(513) 941-2626,,,"390 Three Rivers Pkwy, North Bend, OH 45052",4.9,,Auto Repair Shops,45001,3444783833953239121,2026-06-08 21:17:18,Missing: email
Wendell's Auto Services,(513) 661-8135,,http://www.wendellsauto.com/,"3919 Harrison Ave, Cincinnati, OH 45211",4.8,,Auto Repair Shops,45001,http://www.wendellsauto.com/,2026-06-08 21:17:21,Missing: email
5 Star Auto Care,(513) 440-2611,,http://www.5starautocarecincinnati.com/,"4005 N Bend Rd, Cincinnati, OH 45211",4.6,,Auto Repair Shops,45001,http://www.5starautocarecincinnati.com/,2026-06-08 21:17:38,Missing: email
Art Woodworking & Manufacturing Co,(513) 681-2986,last@artwoodmfg.com,https://www.artwoodmfg.net/,"4238 Dane Ave, Cincinnati, OH 45223",4.5,,Carpentry/Furniture Workshops,45001,https://www.artwoodmfg.net/,2026-06-08 21:21:26,Bouncer rejected email (undeliverable): last@artwoodmfg.com
Select Woodworking Inc,(513) 948-9901,jane.doe@mm-ds.com,,"427 W Seymour Ave, Cincinnati, OH 45216",5,,Carpentry/Furniture Workshops,45001,5536396211806042145,2026-06-08 21:21:34,Bouncer rejected email (undeliverable): jane.doe@mm-ds.com
Encompass Woodworking,(513) 569-2841,,http://encompasswoodworking.com/,"1303 Monmouth Ave, Cincinnati, OH 45225",5,,Carpentry/Furniture Workshops,45001,http://encompasswoodworking.com/,2026-06-08 21:21:39,Missing: email
Bogart's Woodworking,(513) 931-3961,,http://bogartswoodworking.com/,"1945 Shollenberger Ave, Cincinnati, OH 45239",4.7,,Carpentry/Furniture Workshops,45001,http://bogartswoodworking.com/,2026-06-08 21:22:31,Missing: email
Kelly Custom Woodworking,(513) 376-1216,,https://kellycustomwoodworking.com/contact/,"7379 Appleridge Ct, Cincinnati, OH 45247",,,Carpentry/Furniture Workshops,45001,https://kellycustomwoodworking.com/contact/,2026-06-08 21:23:06,Missing: email
The Manufactory,(513) 771-3605,,https://www.themanufactory.us/,"12055 Mosteller Rd, Cincinnati, OH 45241",4.8,,Carpentry/Furniture Workshops,45001,https://www.themanufactory.us/,2026-06-08 21:23:23,Missing: email
Gap Factory,(859) 586-3320,,https://www.gapfactory.com/stores/ky/hebron/gap-3111.html,"2050 Global Way #2050, Hebron, KY 41048",4.3,,Garment Factories,45001,https://www.gapfactory.com/stores/ky/hebron/gap-3111.html,2026-06-08 21:25:36,Missing: email
Garment Factory Events,(317) 868-8227,,https://www.garmentfactoryevents.com/,"101 E Wayne St, Franklin, IN 46131",4.8,,Garment Factories,45001,https://www.garmentfactoryevents.com/,2026-06-08 21:25:49,Missing: email
"Fiedeldey Steel Fabricators, Inc.",(513) 353-3300,,https://www.fiedeldeysteel.com/,"8487 E Miami River Rd, Cincinnati, OH 45247",5,,Steel Fabrication Units,45001,https://www.fiedeldeysteel.com/,2026-06-08 21:27:11,Missing: email
MetalCraft,(513) 451-4512,,https://www.metalcraftdesigns.com/,"3642 Muddy Creek Rd, Cincinnati, OH 45238",4.2,,Steel Fabrication Units,45001,https://www.metalcraftdesigns.com/,2026-06-08 21:27:46,Missing: email
Advanced Steel & Metal Processing,(513) 353-2946,,https://steelcincinnati.com/,"104 Ohio Ave, Hooven, OH 45033",4.5,,Steel Fabrication Units,45001,https://steelcincinnati.com/,2026-06-08 21:28:18,Missing: email
Western Hills Fabricators,(513) 922-6610,,http://westernhillsfab.com/,"3670 Werk Rd #13, Cincinnati, OH 45248",,,Steel Fabrication Units,45001,http://westernhillsfab.com/,2026-06-08 21:28:42,Missing: email
"W & W Custom Fabrication Inc. ""Catering to the Food Industry Since 1994""",(513) 353-4617,,http://wwcustomfab.com/,"4801 OH-128, Cleves, OH 45002",4.4,,Steel Fabrication Units,45001,http://wwcustomfab.com/,2026-06-08 21:29:18,Missing: email
Harvey Brothers Inc,(513) 541-2622,,http://www.harveybrothersinc.com/,"3492 Spring Grove Ave, Cincinnati, OH 45223",5,,Steel Fabrication Units,45001,http://www.harveybrothersinc.com/,2026-06-08 21:29:32,Missing: email
Bickers Metal Products Inc,(513) 353-4000,,,"5825 Hamilton Cleves Rd, Cleves, OH 45002",5,,Steel Fabrication Units,45001,13712992001279380613,2026-06-08 21:29:42,Missing: email
Rivers Edge Indoor Sports,(513) 264-1775,last@riversedgeindoor.com,http://www.riversedgeindoor.com/,"5255 OH-128, Cleves, OH 45002",4.3,,Indoor Sports Arenas,45001,http://www.riversedgeindoor.com/,2026-06-08 21:31:00,Bouncer rejected email (undeliverable): last@riversedgeindoor.com
Fifth Third Arena,(513) 556-2170,,,"2700 O'Varsity Way, Cincinnati, OH 45221",4.6,,Indoor Sports Arenas,45001,14046695384709904758,2026-06-08 21:31:34,Missing: email
The Field Sports Arena,(513) 667-9099,,https://thefieldsportsarena.com/,"215 American Way, Monroe, OH 45050",4.3,,Indoor Sports Arenas,45001,https://thefieldsportsarena.com/,2026-06-08 21:31:55,Missing: email
Siemer Milling Co.,(812) 637-4080,,http://www.siemermilling.com/,"707 Harrison Brookville Rd, West Harrison, IN 47060",4.8,,Small Flour Mills,45001,http://www.siemermilling.com/,2026-06-08 21:32:47,Missing: email
Brighton Mills - Cincinnati,(513) 681-3175,,,"2641 Spring Grove Ave, Cincinnati, OH 45214",4.6,,Small Flour Mills,45001,17937938311216140931,2026-06-08 21:33:07,Missing: email
